date,p,pet,tmean,qobs
2013-04-26,0.33823541,1.56,4.7199781,0.125072018214799
2013-04-27,0,1.95,6.0131906,0.12765552284378
2013-04-28,0,1.89,7.3901566,0.118537271212082
2013-04-29,0,1.95,7.0606914,0.122184571864761
2013-04-30,0,1.85,6.9737845,0.120816834120006
2013-05-01,0,1.87,6.7842428,0.120664863259478
2013-05-02,0.022793476,1.47,6.3960384,0.118385300351554
2013-05-03,0,1.83,7.9733951,0.118385300351554
2013-05-04,0,2.14,7.4890419,0.117473475188384
2013-05-05,0,2.58,11.858584,0.113826174535704
2013-05-06,0,2.36,11.622329,0.113066320233063
2013-05-07,0,2.44,12.040052,0.12051289239895
2013-05-08,0,2.35,10.671032,0.116713620885742
2013-05-09,0,2.06,9.0498169,0.115953766583101
2013-05-10,0,1.51,4.6143058,0.118233329491025
2013-05-11,0,1.87,7.2104486,0.118537271212082
2013-05-12,0,1.82,7.7966279,0.116105737443629
2013-05-13,0,1.44,5.9737286,0.117473475188384
2013-05-14,0,1.62,2.8780098,0.12142471756212
2013-05-15,0,1.63,4.2377017,0.116409679164685
2013-05-16,0,1.6,7.3337183,0.113522232814648
2013-05-17,39.256632,1.29,4.5759435,0.114586028838346
2013-05-18,4.6745999,1.08,4.2493161,0.256830754292844
2013-05-19,0,1.44,5.334614,0.164128529370575
2013-05-20,0,1.31,5.7018473,0.155010277738876
2013-05-21,0,1.29,4.3975788,0.142396696315026
2013-05-22,0,1.44,6.067052,0.132822532101743
2013-05-23,0,1.58,5.3131111,0.131454794356988
2013-05-24,0,1.73,7.9059497,0.125223989075327
2013-05-25,0,1.55,6.1416758,0.125831872517441
2013-05-26,0,1.53,4.8267012,0.128871289728007
2013-05-27,39.971397,1.04,2.5490638,0.134190269846498
2013-05-28,14.941407,0.82,0.30563636,0.460471707400779
2013-05-29,0,1.27,3.4831479,0.255311045687561
2013-05-30,0,1.41,3.9249511,0.189963575660388
2013-05-31,1.3204843,0.85,1.7266365,0.194522701476237
2013-06-01,0,1.47,4.5351728,0.191483284265671
2013-06-02,0,1.58,6.8448437,0.188443867055104
2013-06-03,0,1.58,7.5646669,0.183884741239255
2013-06-04,0,1.54,9.8947047,0.179325615423406
2013-06-05,0,1.7,10.075559,0.185404449844538
2013-06-06,0,1.69,9.9003284,0.19604241008152
2013-06-07,0,1.67,10.296742,0.199081827292086
2013-06-08,0,1.42,10.317434,0.199081827292086
2013-06-09,0,1.58,9.3768467,0.205160661713219
2013-06-10,0,1.51,8.092151,0.202121244502652
2013-06-11,0,1.48,8.6124151,0.202121244502652
2013-06-12,0,1.57,10.118645,0.200601535897369
2013-06-13,0,1.56,9.1831003,0.205160661713219
2013-06-14,0,1.55,8.7810262,0.199081827292086
2013-06-15,0,1.3,9.5836461,0.199081827292086
2013-06-16,0,1.48,7.6850569,0.19604241008152
2013-06-17,0,1.25,6.1169487,0.199081827292086
2013-06-18,0.0089848304,1.15,3.8377358,0.19604241008152
2013-06-19,0.026954491,0.97,1.5318514,0.191483284265671
2013-06-20,0,1.08,2.5155458,0.180845324028689
2013-06-21,0,1.31,4.1937181,0.173246781002273
2013-06-22,6.5243712,0.88,3.5510725,0.188443867055104
2013-06-23,0.12890354,0.84,1.9300677,0.197562118686803
2013-06-24,0,1.01,2.9478115,0.177805906818123
2013-06-25,0,0.94,3.7348157,0.17172707239699
2013-06-26,0.56705908,1.07,5.0999489,0.165648237975858
2013-06-27,11.136772,0.93,4.2741719,0.179325615423406
2013-06-28,0.0089848304,0.96,2.4106017,0.17172707239699
2013-06-29,0,0.97,0.72468117,0.161089112160009
2013-06-30,0,1.17,4.1483848,0.162608820765292
2013-07-01,0,1.21,4.0008195,0.159569403554726
2013-07-02,0,1.24,5.302246,0.167167946581141
2013-07-03,0,1.21,5.892763,0.17172707239699
2013-07-04,0.0047495884,1.17,3.4099532,0.170207363791707
2013-07-05,5.0853124,1,2.0109908,0.168687655186424
2013-07-06,0,1.18,4.5725123,0.168687655186424
2013-07-07,0,1.14,4.904772,0.165648237975858
2013-07-08,0.0047495884,1.19,2.7047064,0.162608820765292
2013-07-09,0,1.13,4.038164,0.162608820765292
2013-07-10,0,1.19,4.0285898,0.158049694949442
2013-07-11,0,1.23,3.7463398,0.155010277738876
2013-07-12,0,1.3,6.3684449,0.153490569133593
2013-07-13,0,1.57,6.8275262,0.146955822130876
2013-07-14,0,1.61,7.0201964,0.15197086052831
2013-07-15,0,1.75,7.9271434,0.144220346641366
2013-07-16,0,1.69,10.638401,0.144828230083479
2013-07-17,0,1.46,8.6163946,0.151514947946725
2013-07-18,0,1.48,4.9411364,0.153490569133593
2013-07-19,6.5717708,1.16,2.1585485,0.153490569133593
2013-07-20,0,0.97,-0.53163612,0.17172707239699
2013-07-21,0,0.71,-4.8226866,0.162608820765292
2013-07-22,0,1.12,-1.1566878,0.146955822130876
2013-07-23,0,1.44,2.7870027,0.159569403554726
2013-07-24,0,1.62,6.7194602,0.15197086052831
2013-07-25,0.026954491,1.7,8.4546616,0.147563705572989
2013-07-26,0.0089848304,1.17,3.7976747,0.143612463199253
2013-07-27,0,1.7,7.1632344,0.144980200944008
2013-07-28,0,1.61,7.523274,0.153490569133593
2013-07-29,0,1.76,7.123508,0.148931443317744
2013-07-30,0,1.38,1.3743482,0.202121244502652
2013-07-31,0,1.26,1.4807945,0.186924158449821
2013-08-01,0.0089848304,1.26,0.24605878,0.182365032633972
2013-08-02,0,1.55,2.8270973,0.17628619821284
2013-08-03,0,1.25,1.9403884,0.185404449844538
2013-08-04,0,1.79,5.5841429,0.170207363791707
2013-08-05,0,1.77,6.9676782,0.164128529370575
2013-08-06,0,1.88,7.4779213,0.164128529370575
2013-08-07,9.4754424,0.96,0.41519778,0.170207363791707
2013-08-08,0.031189733,1.07,-2.2648674,0.17172707239699
2013-08-09,0,1.19,-1.2585189,0.167167946581141
2013-08-10,0,1.85,6.0091108,0.174766489607557
2013-08-11,0,1.61,5.467941,0.180845324028689
2013-08-12,0,1.37,2.2795281,0.182365032633972
2013-08-13,0,1.6,2.4571616,0.180845324028689
2013-08-14,0,1.97,6.0246702,0.17172707239699
2013-08-15,0,2.14,7.6164061,0.180845324028689
2013-08-16,0,2.06,7.2104372,0.179325615423406
2013-08-17,0,2.19,8.6918082,0.182365032633972
2013-08-18,0,2.22,7.3948065,0.185404449844538
2013-08-19,0,2.09,8.0707184,0.197562118686803
2013-08-20,0,1.9,6.4774394,0.188443867055104
2013-08-21,0,1.88,6.109271,0.193002992870954
2013-08-22,0,2.03,6.5651831,0.199081827292086
2013-08-23,0.0089848304,1.63,4.9917744,0.206680370318502
2013-08-24,0.022130676,1.57,3.1223104,0.209719787529068
2013-08-25,0.00081828355,1.61,1.5733905,0.203640953107935
2013-08-26,0,1.98,4.1124976,0.206680370318502
2013-08-27,0,2.75,8.9497073,0.209719787529068
2013-08-28,0,2.95,13.148505,0.203640953107935
2013-08-29,0,2.65,12.667142,0.217318330555483
2013-08-30,0,2.54,9.506231,0.235554833818881
2013-08-31,0,2.26,8.3369675,0.255311045687561
2013-09-01,0,2.06,7.3067121,0.258350462898127
2013-09-02,0,2.3,6.0702731,0.253791337082278
2013-09-03,0,2.71,9.5163188,0.261389880108693
2013-09-04,0,2.33,8.3934615,0.275067257556241
2013-09-05,0.017151377,2.24,7.6330179,0.267468714529826
2013-09-06,0.013808646,2.56,9.9512033,0.265949005924543
2013-09-07,0,2.7,9.4354638,0.335855601767565
2013-09-08,0,3.57,14.825111,0.382966568531341
2013-09-09,0,2.97,13.181063,0.396643945978889
2013-09-10,0,3.02,11.140116,0.41640015784757
2013-09-11,0,2.6,8.6637162,0.440715495532099
2013-09-12,0,2.21,5.8275951,0.437676078321533
2013-09-13,0,2.35,4.650411,0.410321323426437
2013-09-14,0.026954491,1.74,0.84701525,0.386005985741907
2013-09-15,0,1.55,-2.9503302,0.344973853399264
2013-09-16,0,1.32,-4.4654402,0.296343178030205
2013-09-17,0,2,1.0358591,0.268988423135109
2013-09-18,0,2.31,4.3694924,0.268988423135109
2013-09-19,0,2.22,3.5092723,0.247712502661145
2013-09-20,0,1.71,0.35553999,0.246192794055862
2013-09-21,0.014848043,1.64,-1.8028024,0.232515416608314
2013-09-22,0,2.27,2.2981381,0.224916873581899
2013-09-23,0,2.41,3.9524213,0.227956290792465
2013-09-24,0,2.67,7.4190804,0.208200078923785
2013-09-25,0,2.76,6.5157514,0.223397164976616
2013-09-26,0,2.5,5.92747,0.229475999397748
2013-09-27,0,2.33,4.276435,0.232515416608314
2013-09-28,0,2.44,3.5559382,0.227956290792465
2013-09-29,0,2.45,4.3520273,0.232515416608314
2013-09-30,0,2.38,3.8504737,0.2157986219502
2013-10-01,0,2.44,5.1731423,0.211239496134351
2013-10-02,0.0089848304,2.11,3.6117898,0.214278913344917
2013-10-03,0,2.59,4.4105851,0.209719787529068
2013-10-04,0,3.46,10.065695,0.208200078923785
2013-10-05,0,3.49,9.0237556,0.211239496134351
2013-10-06,0,3.16,10.090392,0.229475999397748
2013-10-07,0,3.04,8.9760606,0.258350462898127
2013-10-08,0,3.03,8.365837,0.267468714529826
2013-10-09,0,3.28,8.1184574,0.256830754292844
2013-10-10,0,3.43,10.062906,0.272027840345675
2013-10-11,0,3.49,10.029954,0.288744635003789
2013-10-12,0,3.32,10.451975,0.305461429661903
2013-10-13,0,3.37,9.7746556,0.319138807109451
2013-10-14,0,3.64,11.611238,0.316099389898885
2013-10-15,0,3.47,11.288733,0.317619098504168
2013-10-16,0,3.35,10.34579,0.311540264083036
2013-10-17,0,3.5,10.725715,0.313059972688319
2013-10-18,0,3.51,12.285433,0.310020555477752
2013-10-19,0,3.35,10.621678,0.311540264083036
2013-10-20,0.0058632123,2.33,6.3100783,0.322178224320017
2013-10-21,0,3.52,7.549347,0.308500846872469
2013-10-22,0,2.62,7.6632725,0.305461429661903
2013-10-23,0,2.9,7.4818102,0.293303760819638
2013-10-24,0,3.33,8.9796095,0.28418550918794
2013-10-25,0,3.14,8.2965077,0.273547548950958
2013-10-26,0,3.82,10.865475,0.270508131740392
2013-10-27,0,4.04,12.863735,0.278106674766807
2013-10-28,0,3.49,11.596973,0.293303760819638
2013-10-29,0,3.74,11.651548,0.297862886635488
2013-10-30,0,3.38,11.085732,0.305461429661903
2013-10-31,0,3.05,7.9904366,0.310020555477752
2013-11-01,1.1116709,2.77,4.5826285,0.313059972688319
2013-11-02,0,3.81,6.4343676,0.311540264083036
2013-11-03,0,4.11,11.93945,0.28418550918794
2013-11-04,0,4.13,11.959437,0.282665800582657
2013-11-05,0,4.37,13.907185,0.297862886635488
2013-11-06,0,3.64,9.9911075,0.319138807109451
2013-11-07,0,4.05,10.012804,0.320658515714734
2013-11-08,0,3.74,8.369577,0.314579681293602
2013-11-09,0.08007394,3.36,5.9448991,0.308500846872469
2013-11-10,1.8079239,2.51,1.9271016,0.319138807109451
2013-11-11,0,4.01,9.0540059,0.329776767346433
2013-11-12,0,4.16,11.638739,0.311540264083036
2013-11-13,0,4.26,12.295049,0.305461429661903
2013-11-14,0,3.95,10.667225,0.306981138267186
2013-11-15,0,4.67,12.760495,0.302422012451337
2013-11-16,0,4.7,14.06798,0.300902303846054
2013-11-17,0,4.06,11.040106,0.294823469424921
2013-11-18,0,3.86,9.3084139,0.296343178030205
2013-11-19,0.031189733,3.23,8.5320032,0.305461429661903
2013-11-20,0,3.99,9.8465928,0.305461429661903
2013-11-21,0.013220072,4.67,13.671127,0.293303760819638
2013-11-22,0,4.67,14.56214,0.287224926398506
2013-11-23,0,4.29,12.502075,0.285705217793223
2013-11-24,0,3.97,10.272523,0.287224926398506
2013-11-25,0,3.93,9.609832,0.282665800582657
2013-11-26,0,3.98,8.0828055,0.270508131740392
2013-11-27,0,4.11,8.8732869,0.270508131740392
2013-11-28,0,4.1,9.9274879,0.264429297319259
2013-11-29,0,4.45,10.626506,0.256830754292844
2013-11-30,0,4.34,12.333152,0.25987017150341
2013-12-01,0,4.11,10.927943,0.252271628476995
2013-12-02,0,5,13.721374,0.243153376845296
2013-12-03,0,5.56,17.215706,0.224916873581899
2013-12-04,0,4.8,14.560408,0.209719787529068
2013-12-05,0,4.71,12.56059,0.208200078923785
2013-12-06,0,4.58,12.351706,0.209719787529068
2013-12-07,0.0089848304,4.54,13.303948,0.203640953107935
2013-12-08,0.0089848304,3.35,8.9765619,0.206680370318502
2013-12-09,0.0023033345,4.67,12.153301,0.2157986219502
2013-12-10,0,4.82,13.857788,0.203640953107935
2013-12-11,0,4.78,13.655023,0.202121244502652
2013-12-12,0,4.13,13.090607,0.202121244502652
2013-12-13,0,4.38,12.758318,0.185404449844538
2013-12-14,0,4.5,13.136719,0.183884741239255
2013-12-15,0.004235242,4.6,14.741234,0.177805906818123
2013-12-16,0.019758649,4.49,11.519263,0.17628619821284
2013-12-17,0,4.38,13.966989,0.185404449844538
2013-12-18,0.004235242,4.26,12.907197,0.185404449844538
2013-12-19,0,4.42,13.658893,0.185404449844538
2013-12-20,0,4.97,13.642539,0.174766489607557
2013-12-21,0,4.96,14.759166,0.167167946581141
2013-12-22,1.8631714,4.5,15.923168,0.168687655186424
2013-12-23,0.68711792,3.96,13.807408,0.164128529370575
2013-12-24,0.012106449,4.56,15.14583,0.158049694949442
2013-12-25,0,4.49,13.713982,0.159569403554726
2013-12-26,0,4.4,14.513816,0.164128529370575
2013-12-27,0,5.08,15.029151,0.165648237975858
2013-12-28,0,4.97,15.436166,0.164128529370575
2013-12-29,0,5.08,15.81847,0.156529986344159
2013-12-30,0,4.8,14.879592,0.149083414178272
2013-12-31,0,4.76,15.375525,0.156529986344159
2014-01-01,0,4.9,14.000161,0.156529986344159
2014-01-02,0,4.51,11.40768,0.153490569133593
2014-01-03,0,4.86,14.160373,0.144828230083479
2014-01-04,0,5.54,17.829935,0.143764434059781
2014-01-05,0,5.21,16.9928,0.144828230083479
2014-01-06,0,5.02,16.6407,0.141788812872913
2014-01-07,0,4.95,16.558539,0.138901366522875
2014-01-08,0,4.72,15.499241,0.136773774475479
2014-01-09,0,4.9,14.164943,0.135709978451781
2014-01-10,0,4.65,13.773452,0.144828230083479
2014-01-11,0.011288165,4.83,15.977552,0.141332900291328
2014-01-12,0,5.07,15.908072,0.133278444683328
2014-01-13,0.016341691,4.73,15.682654,0.132670561241215
2014-01-14,0.026954491,4.85,13.220458,0.132670561241215
2014-01-15,0,4.93,17.020513,0.132670561241215
2014-01-16,0.0031216181,4.72,16.070005,0.132670561241215
2014-01-17,2.4684389,3.38,12.620166,0.134190269846498
2014-01-18,0.013220072,3.66,11.906517,0.17628619821284
2014-01-19,0,4.61,14.294137,0.180845324028689
2014-01-20,0,4.57,14.053675,0.15197086052831
2014-01-21,0,4.92,14.208345,0.144828230083479
2014-01-22,0,4.69,14.11506,0.143764434059781
2014-01-23,0,4.22,12.017255,0.141636842012385
2014-01-24,0,4.27,11.409416,0.133734357264913
2014-01-25,0,4.1,11.047419,0.132974502962271
2014-01-26,0,4.05,11.415154,0.134950124149139
2014-01-27,0,3.73,9.6787051,0.126743697680611
2014-01-28,0,4.1,12.256793,0.124616105633214
2014-01-29,0.004161015,4.72,13.671759,0.109115077859327
2014-01-30,0,4.97,14.61326,0.11777741690944
2014-01-31,0,4.52,14.862003,0.126439755959554
2014-02-01,0,4.47,14.213931,0.127503551983252
2014-02-02,0,4.23,12.309175,0.132670561241215
2014-02-03,0,4.47,12.814567,0.132670561241215
2014-02-04,0,4.35,12.648078,0.132670561241215
2014-02-05,0,4.25,11.671766,0.132670561241215
2014-02-06,0,4.49,13.416507,0.132670561241215
2014-02-07,0,4.74,14.45024,0.132670561241215
2014-02-08,0,4.47,13.634076,0.13039099833329
2014-02-09,0,4.27,14.30419,0.125072018214799
2014-02-10,0,4.32,13.554136,0.121576688422648
2014-02-11,0,4.62,14.182755,0.120664863259478
2014-02-12,0,4.55,15.406077,0.125679901656912
2014-02-13,0.019832876,3.74,13.315629,0.124616105633214
2014-02-14,0.011362392,3.51,11.34765,0.131910706938573
2014-02-15,0.053090699,2.86,7.9781099,0.13844545394129
2014-02-16,0.0031216181,3.51,10.17043,0.139509249964989
2014-02-17,0,3.7,11.102892,0.13221464865963
2014-02-18,0.004235242,3.41,11.493219,0.132670561241215
2014-02-19,0,3.78,12.314318,0.132670561241215
2014-02-20,0,4.05,12.563554,0.136469832754422
2014-02-21,0,3.89,12.403775,0.144828230083479
2014-02-22,0,4.09,12.792578,0.144828230083479
2014-02-23,0,4.01,12.870208,0.144828230083479
2014-02-24,0.0089848304,3.26,9.1969778,0.144828230083479
2014-02-25,0,3.05,7.4258591,0.139965162546574
2014-02-26,0,4,11.277021,0.132670561241215
2014-02-27,0,4.3,14.519707,0.13039099833329
2014-02-28,0,3.88,12.251629,0.127351581122724
2014-03-01,0.29277368,3.17,8.3462704,0.135406036730724
2014-03-02,0.039870627,2.62,6.4055858,0.145284142665064
2014-03-03,0,3.24,8.4671894,0.141028958570272
2014-03-04,0,3.55,10.798915,0.136621803614951
2014-03-05,0,4.13,13.870727,0.133278444683328
2014-03-06,0,3.99,12.069836,0.130542969193818
2014-03-07,0,4.34,15.233659,0.129783114891177
2014-03-08,0,4.18,14.351258,0.130542969193818
2014-03-09,0,3.38,10.516925,0.139965162546574
2014-03-10,0,3.22,10.405334,0.140573045988687
2014-03-11,0,3.59,12.171167,0.14209275459397
2014-03-12,0,3.56,12.583853,0.135406036730724
2014-03-13,0,3.24,10.578606,0.138901366522875
2014-03-14,0,2.95,8.2821145,0.141788812872913
2014-03-15,0,3.04,9.7093488,0.143764434059781
2014-03-16,0,3.45,11.907947,0.142396696315026
2014-03-17,0,3.7,12.530885,0.137989541359706
2014-03-18,0,3.15,9.8137931,0.13130282349646
2014-03-19,0,3.02,9.9103762,0.134342240707026
2014-03-20,0,3.36,11.287153,0.141788812872913
2014-03-21,0,3.55,12.938404,0.145436113525593
2014-03-22,0,3.86,14.583762,0.147563705572989
2014-03-23,0,3.69,14.22864,0.146955822130876
2014-03-24,0,3.36,12.208648,0.156529986344159
2014-03-25,0.013220072,3.24,12.337531,0.143764434059781
2014-03-26,0,3.09,10.982978,0.15014721020197
2014-03-27,0,2.99,10.112088,0.150603122783555
2014-03-28,0,3.09,10.902735,0.156529986344159
2014-03-29,0,2.81,8.9847664,0.159569403554726
2014-03-30,0.0089848304,2.31,6.1111721,0.165648237975858
2014-03-31,0,2.54,6.6553644,0.170207363791707
2014-04-01,0,3.03,9.78159,0.174766489607557
2014-04-02,0,2.91,10.402543,0.150755093644084
2014-04-03,0,3.1,11.263838,0.151666918807253
2014-04-04,0,2.94,10.409843,0.149387355899329
2014-04-05,0,2.95,10.953963,0.146195967828234
2014-04-06,0,2.67,10.162967,0.150451151923027
2014-04-07,0,1.93,5.3658766,0.15014721020197
2014-04-08,0,3.17,10.220411,0.147715676433517
2014-04-09,0,2.88,10.476788,0.144372317501895
2014-04-10,0.0089848304,2.3,7.6289342,0.147411734712461
2014-04-11,0,2.27,7.8168774,0.149083414178272
2014-04-12,0,2.85,10.613966,0.146347938688763
2014-04-13,0,3.08,13.131387,0.147107792991404
2014-04-14,0,3.04,14.110235,0.146499909549291
2014-04-15,0,2.99,14.202515,0.132670561241215
2014-04-16,0,2.72,10.095747,0.124312163912158
2014-04-17,0,2.56,9.441105,0.130694940054347
2014-04-18,0,2.32,8.5576329,0.135861949312309
2014-04-19,0,2.67,11.794174,0.127959464564837
2014-04-20,0,2.72,12.168305,0.136469832754422
2014-04-21,0,2.47,10.494113,0.132670561241215
2014-04-22,0,2.56,12.641629,0.128415377146422
2014-04-23,0,2.66,13.133435,0.133430415543856
2014-04-24,0,2.56,12.555469,0.137989541359706
2014-04-25,0,2.19,11.187052,0.140573045988687
2014-04-26,0,2.15,9.859869,0.132366619520158
2014-04-27,0,2.09,7.6893325,0.137533628778121
2014-04-28,0,2.07,8.2838601,0.135558007591253
2014-04-29,0,1.56,5.5349038,0.141028958570272
2014-04-30,0,1.54,3.4017396,0.1411809294308
2014-05-01,0,1.37,5.4708177,0.134038298985969
2014-05-02,0,1.93,6.6380783,0.127351581122724
2014-05-03,0,1.78,8.3802482,0.129327202309592
2014-05-04,0,1.99,8.6287985,0.129783114891177
2014-05-05,0,1.95,8.8754314,0.129175231449064
2014-05-06,0,2.16,10.191991,0.131758736078045
2014-05-07,0,2.43,12.630268,0.124160193051629
2014-05-08,0,2.39,13.013339,0.127959464564837
2014-05-09,0,2.1,11.191329,0.122792455306875
2014-05-10,0,1.95,9.7408779,0.12856734800695
2014-05-11,0,1.65,7.4169393,0.128719318867479
2014-05-12,0,1.9,7.0105637,0.127351581122724
2014-05-13,0,1.92,7.9477408,0.133582386404385
2014-05-14,0,1.7,8.6513042,0.129175231449064
2014-05-15,0,1.87,8.5220776,0.126743697680611
2014-05-16,0,1.83,9.3391816,0.125375959935856
2014-05-17,0,1.72,8.6800813,0.127503551983252
2014-05-18,0,1.77,8.1602396,0.130846910914875
2014-05-19,0,1.89,8.0516321,0.136165891033366
2014-05-20,0.55812438,1.53,6.19196,0.12947917317012
2014-05-21,2.4466552,0.87,0.18735971,0.132670561241215
2014-05-22,0.021091279,0.98,0.63005839,0.125375959935856
2014-05-23,0,1.34,3.6051218,0.128871289728007
2014-05-24,0,1.57,4.9205505,0.141636842012385
2014-05-25,0,1.49,5.2698903,0.14209275459397
2014-05-26,0,1.76,8.0069582,0.141028958570272
2014-05-27,0,1.87,10.337713,0.132822532101743
2014-05-28,0,1.7,8.9330255,0.131150852635932
2014-05-29,0.017969661,1.03,4.0728994,0.14026910426763
2014-05-30,0.0047495884,1.19,1.6768028,0.139813191686045
2014-05-31,0,1.31,4.1412067,0.127959464564837
2014-06-01,0,1.72,9.0912022,0.131150852635932
2014-06-02,0,1.59,7.9214162,0.136621803614951
2014-06-03,21.562166,1.18,6.1101606,0.136469832754422
2014-06-04,1.6715201,0.82,0.87976377,0.15197086052831
2014-06-05,0.0089848304,0.84,0.95421718,0.136469832754422
2014-06-06,5.553838,0.75,0.39458841,0.142852608896611
2014-06-07,0.023832873,0.57,-2.6103671,0.15014721020197
2014-06-08,0.046025661,0.85,-0.38315528,0.141484871151857
2014-06-09,0,1.53,5.2325889,0.140421075128158
2014-06-10,0,1.25,6.3616046,0.139661220825517
2014-06-11,33.719179,0.94,1.3038809,0.148779472457216
2014-06-12,0.36769351,0.63,-2.1697451,0.147715676433517
2014-06-13,0,1.08,3.0972889,0.155010277738876
2014-06-14,0,1.31,5.5061923,0.186924158449821
2014-06-15,0,1.51,8.0951156,0.179325615423406
2014-06-16,0,1.41,8.3649678,0.180845324028689
2014-06-17,0,1.48,6.9401429,0.180845324028689
2014-06-18,0,1.31,4.7808621,0.17628619821284
2014-06-19,0,1.29,8.2837214,0.177805906818123
2014-06-20,0,1.29,7.2936493,0.173246781002273
2014-06-21,0,1.13,4.8262657,0.173246781002273
2014-06-22,0,1.08,4.0058645,0.170207363791707
2014-06-23,0,1.26,4.914576,0.168687655186424
2014-06-24,0,1.01,3.4017122,0.165648237975858
2014-06-25,0.014848043,0.92,0.56205144,0.162608820765292
2014-06-26,0,0.8,-1.4534976,0.165648237975858
2014-06-27,0,1.02,-0.17467964,0.155010277738876
2014-06-28,0,1.22,2.0359312,0.159569403554726
2014-06-29,0,1.39,8.1994759,0.159569403554726
2014-06-30,0,1.18,4.2300837,0.162608820765292
2014-07-01,0,1.08,0.82199199,0.161089112160009
2014-07-02,0,0.88,0.28652417,0.159569403554726
2014-07-03,0,0.86,2.5470637,0.153490569133593
2014-07-04,2.8924484,0.77,-1.1133429,0.159569403554726
2014-07-05,0,0.72,-1.6227052,0.153490569133593
2014-07-06,0,1.27,1.1204403,0.14391640492031
2014-07-07,0,1.37,4.6582844,0.15014721020197
2014-07-08,0,1.3,6.7899172,0.148019618154574
2014-07-09,0,1.4,4.4987797,0.149995239341442
2014-07-10,0,1.31,5.3678476,0.148779472457216
2014-07-11,0,1.29,4.4016577,0.1492353850388
2014-07-12,0,1.39,4.4795129,0.148323559875631
2014-07-13,0,1.39,7.0325112,0.153490569133593
2014-07-14,0,1.1,3.1409282,0.15197086052831
2014-07-15,0,1.26,4.9534357,0.153490569133593
2014-07-16,0,1.25,4.9662264,0.15197086052831
2014-07-17,0,1.63,6.5911312,0.150755093644084
2014-07-18,0,1.77,7.4852583,0.149843268480914
2014-07-19,0,1.67,10.122581,0.149539326759857
2014-07-20,0,1.43,8.9249507,0.15014721020197
2014-07-21,0.0089848304,1.15,4.5774712,0.151362977086197
2014-07-22,0.55533384,0.85,1.0571891,0.158049694949442
2014-07-23,0,0.86,-1.5793596,0.140117133407102
2014-07-24,0,1.35,2.0416977,0.136013920172837
2014-07-25,0,1.44,2.8069857,0.147867647294046
2014-07-26,0.0081665469,1.42,4.059526,0.153490569133593
2014-07-27,0,1.4,6.3058986,0.146499909549291
2014-07-28,0,1.72,7.9095945,0.144828230083479
2014-07-29,0,1.64,8.8097068,0.144828230083479
2014-07-30,0,1.77,9.3282915,0.144828230083479
2014-07-31,0,1.68,8.8729488,0.144828230083479
2014-08-01,0,2,8.6783588,0.144828230083479
2014-08-02,0,1.79,9.1080196,0.148323559875631
2014-08-03,0,1.37,5.4376874,0.144828230083479
2014-08-04,0,2.03,8.9612844,0.144980200944008
2014-08-05,0,1.84,9.1592842,0.147867647294046
2014-08-06,0,1.26,2.1441917,0.148779472457216
2014-08-07,0,1.94,4.7451423,0.133582386404385
2014-08-08,0,2.09,8.7089637,0.138901366522875
2014-08-09,0,1.82,9.5382336,0.138749395662347
2014-08-10,0,1.71,7.7801502,0.137229687057064
2014-08-11,0,1.7,5.6443159,0.13935727910446
2014-08-12,0,1.88,4.7223137,0.139053337383404
2014-08-13,0,2.24,8.2881074,0.133734357264913
2014-08-14,0,1.97,8.0816349,0.14300457975714
2014-08-15,0,2.18,8.2537743,0.141940783733442
2014-08-16,0,2.51,9.8277434,0.141332900291328
2014-08-17,0,2.95,13.207143,0.145740055246649
2014-08-18,0,2.79,13.068803,0.146347938688763
2014-08-19,0,2.77,12.565242,0.149691297620385
2014-08-20,0,2.43,11.169525,0.153490569133593
2014-08-21,0,2.42,8.6242894,0.153490569133593
2014-08-22,0.022719249,2,6.9950279,0.153490569133593
2014-08-23,7.6546243,1.47,0.95437874,0.146347938688763
2014-08-24,0,1.16,-1.721746,0.146803851270347
2014-08-25,0,1.7,1.1013575,0.139813191686045
2014-08-26,0,1.88,4.2342895,0.146651880409819
2014-08-27,0,1.71,5.6790329,0.143156550617668
2014-08-28,0,1.84,5.1262143,0.140117133407102
2014-08-29,0,2.16,5.7247574,0.144828230083479
2014-08-30,0,1.96,3.9901303,0.144828230083479
2014-08-31,0,1.85,5.5706001,0.144828230083479
2014-09-01,1.5130872,1.25,2.7427496,0.144828230083479
2014-09-02,0,1.94,4.5626482,0.144828230083479
2014-09-03,0,1.91,4.131332,0.144828230083479
2014-09-04,0.013734419,1.6,3.3014913,0.147411734712461
2014-09-05,0.03297597,1.38,0.75147281,0.144828230083479
2014-09-06,0,2.27,5.9397415,0.138293483080762
2014-09-07,0,2.67,9.1697823,0.143308521478196
2014-09-08,0,2.41,7.8337588,0.140573045988687
2014-09-09,0,1.74,2.5957878,0.145740055246649
2014-09-10,0,1.89,1.6207967,0.135709978451781
2014-09-11,0,2.19,4.709596,0.141636842012385
2014-09-12,1.5389603,2.3,5.111165,0.13844545394129
2014-09-13,7.270119,1.5,1.0214056,0.15288268569148
2014-09-14,0,2.06,0.57253514,0.142548667175555
2014-09-15,0,2.36,5.6597307,0.154402394296763
2014-09-16,0,2.02,5.9011003,0.151362977086197
2014-09-17,0,2.03,3.8924651,0.149539326759857
2014-09-18,0,1.87,1.6818331,0.151514947946725
